Unnamed: 0,Cohort Year,Students in Cohort,Division,Division Name,Graduation Rate,Dropout Rate,Prev_year_salary,Curr_year_salary,salary_diff,FY 2006 to FY 2007 Percent Increase/ (Decrease),FY 2007 to FY 2008 Percent Increase/ (Decrease),Index,Mean Income,FY 2013 to FY 2014 Percent Increase/ (Decrease),FY 2012 to FY 2013 Percent Increase/ (Decrease),FY 2014 to FY 2015 Percent Increase/ (Decrease),FY 2011 to FY 2012 Percent Increase/ (Decrease),FY 2010 to FY 2011 Percent Increase/ (Decrease),FY 2008 to FY 2009 Percent Increase/ (Decrease),FY 2009 to FY 2010 Percent Increase/ (Decrease),cohort_year,division,division_name,graduation_rate,dropout_rate,income_per_capita
,2016.0,,108.0,Danville City,81.01%,7.27%,47879.0,47712.0,-0.35,,,100.0,35505.0,,,,,,,,,,,,,
,2016.0,,109.0,Falls Church City,99.47%,.53%,66589.0,69686.0,4.65,,,101.0,,,,,,,,,,,,,,
,2016.0,,110.0,Fredericksburg City,88.65%,8.51%,49493.0,51498.0,4.05,,,102.0,,,,,,,,,,,,,,
,2016.0,,111.0,Galax City,86.36%,8.18%,46328.0,47259.0,2.01,,,103.0,33494.0,,,,,,,,,,,,,
,2016.0,,112.0,Hampton City,90.54%,2.78%,47516.0,47413.0,-0.22,,,104.0,,,,,,,,,,,,,,
,2016.0,,113.0,Harrisonburg City,89.37%,6.32%,43974.0,43616.0,-0.81,,,105.0,37255.0,,,,,,,,,,,,,
,2016.0,,114.0,Hopewell City,85.14%,11.49%,48013.0,45443.0,-5.35,,,106.0,36274.0,,,,,,,,,,,,,
,2016.0,,115.0,Lynchburg City,85.55%,8.07%,39037.0,47337.0,21.26,,,107.0,35617.0,,,,,,,,,,,,,
,2016.0,,116.0,Martinsville City,85.96%,6.43%,43210.0,46839.0,8.4,,,108.0,36950.0,,,,,,,,,,,,,
,2016.0,,117.0,Newport News City,92.10%,2.41%,49682.0,50219.0,1.08,,,109.0,,,,,,,,,,,,,,
,2016.0,,118.0,Norfolk City,84.94%,6.25%,49908.0,48118.0,-3.59,,,110.0,,,,,,,,,,,,,,
,2016.0,,119.0,Norton City,98.25%,.00%,41463.0,39660.0,-4.35,,,111.0,30471.0,,,,,,,,,,,,,
,2016.0,,120.0,Petersburg City,84.31%,7.30%,42150.0,42814.0,1.58,,,112.0,,,,,,,,,,,,,,
,2016.0,,121.0,Portsmouth City,89.00%,4.66%,38872.0,51576.0,32.68,,,113.0,,,,,,,,,,,,,,
,2016.0,,122.0,Radford City,95.83%,3.33%,50428.0,50288.0,-0.28,,,114.0,34754.0,,,,,,,,,,,,,
,2016.0,,123.0,Richmond City,80.50%,9.92%,50148.0,50522.0,0.75,,,115.0,,,,,,,,,,,,,,
,2016.0,,124.0,Roanoke City,87.47%,10.46%,50509.0,47845.0,-5.27,,,116.0,,,,,,,,,,,,,,
,2016.0,,126.0,Staunton City,91.09%,4.95%,46730.0,46208.0,-1.12,,,117.0,,,,,,,,,,,,,,
,2016.0,,127.0,Suffolk City,87.04%,7.76%,49809.0,51375.0,3.14,,,118.0,,,,,,,,,,,,,,
,2016.0,,128.0,Virginia Beach City,91.35%,4.65%,56048.0,56128.0,0.14,,,119.0,,,,,,,,,,,,,,
,2016.0,,130.0,Waynesboro City,82.63%,7.20%,47484.0,44594.0,-6.09,,,120.0,,,,,,,,,,,,,,
,2016.0,,131.0,Williamsburg-James City County,91.63%,4.13%,52920.0,54554.0,3.09,,,121.0,,,,,,,,,,,,,,
,2016.0,,132.0,Winchester City,91.09%,5.28%,53910.0,54376.0,0.86,,,122.0,47308.0,,,,,,,,,,,,,
,2016.0,,135.0,Franklin City,88.89%,5.56%,46430.0,45592.0,-1.8,,,123.0,,,,,,,,,,,,,,
,2016.0,,136.0,Chesapeake City,93.41%,3.64%,56484.0,56156.0,-0.58,,,124.0,,,,,,,,,,,,,,
,2016.0,,137.0,Lexington City,<,<,39402.0,40127.0,1.84,,,125.0,,,,,,,,,,,,,,
,2016.0,,139.0,Salem City,94.86%,4.11%,55115.0,55353.0,0.43,,,126.0,49605.0,,,,,,,,,,,,,
,2016.0,,142.0,Poquoson City,92.39%,3.05%,46887.0,48519.0,3.48,,,127.0,55344.0,,,,,,,,,,,,,
,2016.0,,143.0,Manassas City,79.82%,8.65%,62534.0,64124.0,2.54,,,128.0,,,,,,,,,,,,,,
,2016.0,,144.0,Manassas Park City,86.32%,10.68%,58089.0,58942.0,1.47,,,129.0,,,,,,,,,,,,,,
,2016.0,,202.0,Colonial Beach,95.24%,4.76%,41498.0,46141.0,11.19,,,130.0,,,,,,,,,,,,,,
,2016.0,,207.0,West Point,98.15%,1.85%,37914.0,39637.0,4.55,,,131.0,,,,,,,,,,,,,,
,2013.0,,1.0,Accomack County,85.80%,7.25%,38600.0,38727.0,0.33,,,0.0,36129.0,,,,,,,,,,,,,
,2013.0,,2.0,Albemarle County,93.51%,3.39%,51512.0,50959.0,-1.07,,,1.0,56553.0,,,,,,,,,,,,,
,2013.0,,3.0,Alleghany County,85.60%,4.00%,47114.0,47184.0,0.15,,,2.0,33156.0,,,,,,,,,,,,,
,2013.0,,4.0,Amelia County,93.28%,4.48%,44762.0,45581.0,1.83,,,3.0,38846.0,,,,,,,,,,,,,
,2013.0,,5.0,Amherst County,86.32%,3.95%,43684.0,43609.0,-0.17,,,4.0,31501.0,,,,,,,,,,,,,
,2013.0,,6.0,Appomattox County,80.13%,7.69%,41177.0,40133.0,-2.54,,,5.0,32400.0,,,,,,,,,,,,,
,2013.0,,7.0,Arlington County,89.62%,7.32%,68979.0,69185.0,0.3,,,6.0,80077.0,,,,,,,,,,,,,
,2013.0,,8.0,Augusta County,93.71%,3.09%,43692.0,43669.0,-0.05,,,7.0,,,,,,,,,,,,,,
,2013.0,,9.0,Bath County,90.63%,7.81%,41715.0,43288.0,3.77,,,8.0,47029.0,,,,,,,,,,,,,
,2013.0,,10.0,Bedford County,90.65%,5.26%,41023.0,41599.0,1.4,,,9.0,39519.0,,,,,,,,,,,,,
,2013.0,,11.0,Bland County,94.81%,5.19%,41583.0,42225.0,1.54,,,10.0,31238.0,,,,,,,,,,,,,
,2013.0,,12.0,Botetourt County,95.32%,1.97%,48130.0,47622.0,-1.05,,,11.0,43476.0,,,,,,,,,,,,,
,2013.0,,13.0,Brunswick County,85.53%,7.89%,39216.0,39404.0,0.48,,,12.0,28193.0,,,,,,,,,,,,,
,2013.0,,14.0,Buchanan County,92.08%,4.53%,39532.0,40044.0,1.3,,,13.0,31506.0,,,,,,,,,,,,,
,2013.0,,15.0,Buckingham County,89.56%,8.79%,42426.0,40797.0,-3.84,,,14.0,25670.0,,,,,,,,,,,,,
,2013.0,,16.0,Campbell County,88.41%,4.18%,41605.0,40884.0,-1.73,,,15.0,33944.0,,,,,,,,,,,,,
,2013.0,,17.0,Caroline County,84.98%,10.22%,42473.0,42523.0,0.12,,,16.0,36173.0,,,,,,,,,,,,,
,2013.0,,18.0,Carroll County,91.00%,4.18%,42371.0,40442.0,-4.55,,,17.0,29949.0,,,,,,,,,,,,,
,2013.0,,19.0,Charles City County,93.65%,4.76%,40379.0,40408.0,0.07,,,18.0,38450.0,,,,,,,,,,,,,
,2013.0,,20.0,Charlotte County,86.26%,2.20%,41092.0,41057.0,-0.09,,,19.0,,,,,,,,,,,,,,
,2013.0,,21.0,Chesterfield County,90.19%,6.21%,48233.0,47273.0,-1.99,,,20.0,45886.0,,,,,,,,,,,,,
,2013.0,,22.0,Clarke County,97.34%,1.60%,47771.0,46852.0,-1.92,,,21.0,53725.0,,,,,,,,,,,,,
,2013.0,,23.0,Craig County,87.27%,9.09%,40557.0,41442.0,2.18,,,22.0,33398.0,,,,,,,,,,,,,
,2013.0,,24.0,Culpeper County,91.95%,3.93%,45811.0,47252.0,3.15,,,23.0,39577.0,,,,,,,,,,,,,
,2013.0,,25.0,Cumberland County,81.58%,14.91%,42935.0,44634.0,3.96,,,24.0,31774.0,,,,,,,,,,,,,
,2013.0,,26.0,Dickenson County,84.27%,7.87%,41776.0,42123.0,0.83,,,25.0,28549.0,,,,,,,,,,,,,
,2013.0,,27.0,Dinwiddie County,81.51%,5.04%,46594.0,45107.0,-3.19,,,26.0,,,,,,,,,,,,,,
,2013.0,,28.0,Essex County,84.17%,8.33%,46262.0,45899.0,-0.79,,,27.0,36018.0,,,,,,,,,,,,,
,2013.0,,29.0,Fairfax County,91.60%,5.83%,62074.0,63203.0,1.82,,,28.0,,,,,,,,,,,,,,
,2013.0,,30.0,Fauquier County,94.07%,2.62%,54615.0,54975.0,0.66,,,29.0,59654.0,,,,,,,,,,,,,
,2013.0,,31.0,Floyd County,93.79%,3.73%,42772.0,42542.0,-0.54,,,30.0,32386.0,,,,,,,,,,,,,
,2013.0,,32.0,Fluvanna County,94.89%,2.88%,50822.0,50376.0,-0.88,,,31.0,37333.0,,,,,,,,,,,,,
,2013.0,,33.0,Franklin County,85.45%,7.78%,43314.0,43895.0,1.34,,,32.0,,,,,,,,,,,,,,
,2013.0,,34.0,Frederick County,90.07%,4.62%,47672.0,47490.0,-0.38,,,33.0,41813.0,,,,,,,,,,,,,
,2013.0,,35.0,Giles County,83.41%,10.24%,39458.0,38340.0,-2.83,,,34.0,34280.0,,,,,,,,,,,,,
,2013.0,,36.0,Gloucester County,87.87%,7.24%,46306.0,46108.0,-0.43,,,35.0,42368.0,,,,,,,,,,,,,
,2013.0,,37.0,Goochland County,90.61%,3.31%,43196.0,43212.0,0.04,,,36.0,79077.0,,,,,,,,,,,,,
,2013.0,,38.0,Grayson County,85.33%,7.33%,35744.0,36507.0,2.13,,,37.0,28518.0,,,,,,,,,,,,,
,2013.0,,39.0,Greene County,92.47%,4.30%,44099.0,44959.0,1.95,,,38.0,36638.0,,,,,,,,,,,,,
,2013.0,,40.0,Greensville County,86.34%,8.37%,45179.0,44913.0,-0.59,,,39.0,27409.0,,,,,,,,,,,,,
,2013.0,,41.0,Halifax County,90.69%,4.30%,38660.0,41869.0,8.3,,,40.0,30948.0,,,,,,,,,,,,,
,2013.0,,42.0,Hanover County,95.45%,2.58%,47103.0,48174.0,2.27,,,41.0,49096.0,,,,,,,,,,,,,
,2013.0,,43.0,Henrico County,89.95%,6.29%,48827.0,51723.0,5.93,,,42.0,53807.0,,,,,,,,,,,,,
,2013.0,,44.0,Henry County,90.20%,2.70%,42518.0,43860.0,3.16,,,43.0,33042.0,,,,,,,,,,,,,
,2013.0,,45.0,Highland County,100.00%,.00%,44056.0,43734.0,-0.73,,,44.0,38648.0,,,,,,,,,,,,,
,2013.0,,46.0,Isle of Wight County,88.93%,6.72%,51959.0,53025.0,2.05,,,45.0,48567.0,,,,,,,,,,,,,
,2013.0,,48.0,King George County,90.88%,7.35%,50361.0,47401.0,-5.88,,,46.0,47117.0,,,,,,,,,,,,,
,2013.0,,49.0,King and Queen County,84.48%,5.17%,45994.0,48784.0,6.07,,,47.0,35583.0,,,,,,,,,,,,,
,2013.0,,50.0,King William County,93.29%,1.22%,46105.0,46382.0,0.6,,,48.0,39724.0,,,,,,,,,,,,,
,2013.0,,51.0,Lancaster County,96.26%,.93%,43432.0,42685.0,-1.72,,,49.0,48214.0,,,,,,,,,,,,,
,2013.0,,52.0,Lee County,84.10%,10.88%,37924.0,40343.0,6.38,,,50.0,26507.0,,,,,,,,,,,,,
,2013.0,,53.0,Loudoun County,95.77%,2.19%,59237.0,60646.0,2.38,,,51.0,67036.0,,,,,,,,,,,,,
,2013.0,,54.0,Louisa County,90.42%,5.35%,47014.0,47013.0,-0.0,,,52.0,35352.0,,,,,,,,,,,,,
,2013.0,,55.0,Lunenburg County,88.64%,8.33%,40003.0,47668.0,19.16,,,53.0,27970.0,,,,,,,,,,,,,
,2013.0,,56.0,Madison County,97.26%,.00%,42745.0,43103.0,0.84,,,54.0,42881.0,,,,,,,,,,,,,
,2013.0,,57.0,Mathews County,95.00%,3.00%,39857.0,40404.0,1.37,,,55.0,46949.0,,,,,,,,,,,,,
,2013.0,,58.0,Mecklenburg County,88.07%,9.66%,41481.0,48805.0,17.66,,,56.0,32167.0,,,,,,,,,,,,,
,2013.0,,59.0,Middlesex County,94.74%,2.11%,41103.0,42099.0,2.42,,,57.0,41425.0,,,,,,,,,,,,,
,2013.0,,60.0,Montgomery County,89.56%,5.22%,45999.0,46297.0,0.65,,,58.0,30623.0,,,,,,,,,,,,,
,2013.0,,62.0,Nelson County,90.20%,3.92%,47643.0,47432.0,-0.44,,,59.0,42608.0,,,,,,,,,,,,,
,2013.0,,63.0,New Kent County,89.45%,2.11%,44629.0,46128.0,3.36,,,60.0,62564.0,,,,,,,,,,,,,
,2013.0,,65.0,Northampton County,82.81%,9.38%,41666.0,36962.0,-11.29,,,61.0,39751.0,,,,,,,,,,,,,
,2013.0,,66.0,Northumberland County,88.39%,10.71%,46290.0,48748.0,5.31,,,62.0,41994.0,,,,,,,,,,,,,
,2013.0,,67.0,Nottoway County,81.37%,13.66%,42625.0,47509.0,11.46,,,63.0,29506.0,,,,,,,,,,,,,
,2013.0,,68.0,Orange County,91.26%,2.06%,45185.0,45567.0,0.85,,,64.0,41989.0,,,,,,,,,,,,,
,2013.0,,69.0,Page County,97.70%,.98%,41177.0,41014.0,-0.4,,,65.0,32559.0,,,,,,,,,,,,,
,2013.0,,70.0,Patrick County,91.34%,4.33%,40534.0,41441.0,2.24,,,66.0,28728.0,,,,,,,,,,,,,
,2013.0,,71.0,Pittsylvania County,87.99%,10.20%,41567.0,41076.0,-1.18,,,67.0,31929.0,,,,,,,,,,,,,
,2013.0,,72.0,Powhatan County,87.92%,4.53%,47508.0,47646.0,0.29,,,68.0,44138.0,,,,,,,,,,,,,
,2013.0,,73.0,Prince Edward County,86.84%,6.84%,40675.0,44127.0,8.49,,,69.0,26694.0,,,,,,,,,,,,,
,2013.0,,74.0,Prince George County,83.23%,10.56%,49834.0,49658.0,-0.35,,,70.0,34490.0,,,,,,,,,,,,,
,2013.0,,75.0,Prince William County,89.53%,7.13%,60993.0,61855.0,1.41,,,71.0,,,,,,,,,,,,,,
,2013.0,,77.0,Pulaski County,87.20%,7.73%,42757.0,42420.0,-0.79,,,72.0,34083.0,,,,,,,,,,,,,
,2013.0,,78.0,Rappahannock County,92.00%,4.00%,47393.0,45941.0,-3.06,,,73.0,54907.0,,,,,,,,,,,,,
,2013.0,,79.0,Richmond County,85.71%,9.18%,48277.0,47626.0,-1.35,,,74.0,30445.0,,,,,,,,,,,,,
,2013.0,,80.0,Roanoke County,93.94%,3.82%,48712.0,48267.0,-0.91,,,75.0,44813.0,,,,,,,,,,,,,
,2013.0,,81.0,Rockbridge County,85.55%,7.03%,46535.0,45216.0,-2.84,,,76.0,,,,,,,,,,,,,,
,2013.0,,82.0,Rockingham County,92.55%,4.67%,44452.0,45039.0,1.32,,,77.0,33783.0,,,,,,,,,,,,,
,2013.0,,83.0,Russell County,90.31%,6.55%,38884.0,36271.0,-6.72,,,78.0,29286.0,,,,,,,,,,,,,
,2013.0,,84.0,Scott County,90.94%,5.37%,45500.0,45582.0,0.18,,,79.0,28872.0,,,,,,,,,,,,,
,2013.0,,85.0,Shenandoah County,95.66%,1.65%,45115.0,44177.0,-2.08,,,80.0,37120.0,,,,,,,,,,,,,
,2013.0,,86.0,Smyth County,91.96%,3.49%,43453.0,43590.0,0.31,,,81.0,31996.0,,,,,,,,,,,,,
,2013.0,,87.0,Southampton County,80.72%,13.45%,43537.0,44012.0,1.09,,,82.0,35309.0,,,,,,,,,,,,,
,2013.0,,88.0,Spotsylvania County,88.32%,4.30%,51491.0,51373.0,-0.23,,,83.0,43673.0,,,,,,,,,,,,,
,2013.0,,89.0,Stafford County,91.78%,3.11%,53241.0,53038.0,-0.38,,,84.0,48756.0,,,,,,,,,,,,,
,2013.0,,90.0,Surry County,96.10%,2.60%,47645.0,50020.0,4.98,,,85.0,36069.0,,,,,,,,,,,,,
,2013.0,,91.0,Sussex County,77.45%,10.78%,49262.0,51080.0,3.69,,,86.0,27931.0,,,,,,,,,,,,,
,2013.0,,92.0,Tazewell County,84.10%,8.25%,43660.0,42846.0,-1.86,,,87.0,33493.0,,,,,,,,,,,,,
,2013.0,,93.0,Warren County,92.29%,5.95%,45960.0,45096.0,-1.88,,,88.0,39862.0,,,,,,,,,,,,,
,2013.0,,94.0,Washington County,94.99%,1.25%,44484.0,44205.0,-0.63,,,89.0,38714.0,,,,,,,,,,,,,
,2013.0,,95.0,Westmoreland County,85.16%,10.16%,42212.0,41794.0,-0.99,,,90.0,36539.0,,,,,,,,,,,,,
,2013.0,,96.0,Wise County,89.42%,7.34%,47742.0,47487.0,-0.53,,,91.0,29530.0,,,,,,,,,,,,,
,2013.0,,97.0,Wythe County,85.54%,8.73%,43160.0,44752.0,3.69,,,92.0,29838.0,,,,,,,,,,,,,
,2013.0,,98.0,York County,94.41%,2.42%,48831.0,48101.0,-1.5,,,93.0,51418.0,,,,,,,,,,,,,
,2013.0,,101.0,Alexandria City,86.17%,10.68%,70183.0,70696.0,0.73,,,94.0,,,,,,,,,,,,,,
,2013.0,,102.0,Bristol City,84.53%,11.05%,42672.0,45342.0,6.26,,,95.0,38714.0,,,,,,,,,,,,,
,2013.0,,103.0,Buena Vista City,83.13%,6.02%,40793.0,41397.0,1.48,,,96.0,,,,,,,,,,,,,,
,2013.0,,104.0,Charlottesville City,80.57%,10.19%,52660.0,52790.0,0.25,,,97.0,56553.0,,,,,,,,,,,,,
,2013.0,,106.0,Colonial Heights City,91.13%,1.61%,51880.0,50451.0,-2.75,,,98.0,,,,,,,,,,,,,,
,2013.0,,107.0,Covington City,85.48%,6.45%,50039.0,51412.0,2.74,,,99.0,33156.0,,,,,,,,,,,,,
,2013.0,,108.0,Danville City,78.80%,6.20%,46586.0,45898.0,-1.48,,,100.0,31929.0,,,,,,,,,,,,,
,2013.0,,109.0,Falls Church City,97.06%,1.18%,62956.0,63273.0,0.5,,,101.0,,,,,,,,,,,,,,
,2013.0,,110.0,Fredericksburg City,86.67%,8.44%,46035.0,45704.0,-0.72,,,102.0,,,,,,,,,,,,,,
,2013.0,,111.0,Galax City,86.46%,6.25%,43379.0,45100.0,3.97,,,103.0,29949.0,,,,,,,,,,,,,
,2013.0,,112.0,Hampton City,85.44%,3.78%,44205.0,45137.0,2.11,,,104.0,,,,,,,,,,,,,,
,2013.0,,113.0,Harrisonburg City,89.39%,7.54%,45474.0,45439.0,-0.08,,,105.0,33783.0,,,,,,,,,,,,,
,2013.0,,114.0,Hopewell City,78.85%,9.29%,45360.0,45013.0,-0.77,,,106.0,34490.0,,,,,,,,,,,,,
,2013.0,,115.0,Lynchburg City,80.90%,8.06%,46213.0,41960.0,-9.2,,,107.0,33944.0,,,,,,,,,,,,,
,2013.0,,116.0,Martinsville City,83.67%,12.24%,43504.0,42969.0,-1.23,,,108.0,33042.0,,,,,,,,,,,,,
,2013.0,,117.0,Newport News City,85.20%,4.38%,47009.0,48228.0,2.59,,,109.0,,,,,,,,,,,,,,
,2013.0,,118.0,Norfolk City,77.93%,9.99%,48711.0,48967.0,0.52,,,110.0,,,,,,,,,,,,,,
,2013.0,,119.0,Norton City,88.06%,5.97%,44113.0,40934.0,-7.21,,,111.0,29530.0,,,,,,,,,,,,,
,2013.0,,120.0,Petersburg City,77.45%,14.71%,45307.0,40644.0,-10.29,,,112.0,,,,,,,,,,,,,,
,2013.0,,121.0,Portsmouth City,80.86%,10.42%,36268.0,36517.0,0.69,,,113.0,,,,,,,,,,,,,,
,2013.0,,122.0,Radford City,94.23%,2.88%,48813.0,48016.0,-1.63,,,114.0,30623.0,,,,,,,,,,,,,
,2013.0,,123.0,Richmond City,76.25%,17.10%,48345.0,50485.0,4.43,,,115.0,,,,,,,,,,,,,,
,2013.0,,124.0,Roanoke City,80.35%,11.34%,44425.0,48039.0,8.13,,,116.0,,,,,,,,,,,,,,
,2013.0,,126.0,Staunton City,87.38%,3.88%,44839.0,41588.0,-7.25,,,117.0,,,,,,,,,,,,,,
,2013.0,,127.0,Suffolk City,87.25%,8.11%,49280.0,48516.0,-1.55,,,118.0,,,,,,,,,,,,,,
,2013.0,,128.0,Virginia Beach City,88.05%,4.71%,52732.0,53201.0,0.89,,,119.0,,,,,,,,,,,,,,
,2013.0,,130.0,Waynesboro City,83.56%,4.11%,43048.0,44929.0,4.37,,,120.0,,,,,,,,,,,,,,
,2013.0,,131.0,Williamsburg-James City County,88.99%,5.28%,51923.0,51572.0,-0.68,,,121.0,,,,,,,,,,,,,,
,2013.0,,132.0,Winchester City,88.59%,8.39%,50170.0,51256.0,2.16,,,122.0,41813.0,,,,,,,,,,,,,
,2013.0,,135.0,Franklin City,77.65%,14.12%,44459.0,45159.0,1.57,,,123.0,,,,,,,,,,,,,,
,2013.0,,136.0,Chesapeake City,92.17%,3.81%,54548.0,53043.0,-2.76,,,124.0,,,,,,,,,,,,,,
,2013.0,,137.0,Lexington City,<,<,41829.0,45733.0,9.33,,,125.0,,,,,,,,,,,,,,
,2013.0,,139.0,Salem City,89.17%,6.37%,53186.0,54493.0,2.46,,,126.0,44813.0,,,,,,,,,,,,,
,2013.0,,142.0,Poquoson City,93.20%,2.91%,46396.0,45984.0,-0.89,,,127.0,51418.0,,,,,,,,,,,,,
,2013.0,,143.0,Manassas City,86.54%,4.23%,61950.0,63340.0,2.24,,,128.0,,,,,,,,,,,,,,
,2013.0,,144.0,Manassas Park City,81.60%,9.91%,56230.0,56934.0,1.25,,,129.0,,,,,,,,,,,,,,
,2013.0,,202.0,Colonial Beach,84.44%,8.89%,41592.0,38843.0,-6.61,,,130.0,,,,,,,,,,,,,,
,2013.0,,207.0,West Point,93.33%,1.67%,41721.0,41751.0,0.07,,,131.0,,,,,,,,,,,,,,
,2012.0,,1.0,Accomack County,83.87%,7.92%,39299.0,38600.0,-1.78,,,0.0,35622.0,,,,,,,,,,,,,
,2012.0,,2.0,Albemarle County,92.02%,4.53%,51960.0,51512.0,-0.86,,,1.0,57910.0,,,,,,,,,,,,,
,2012.0,,3.0,Alleghany County,89.09%,9.09%,46646.0,47114.0,1.0,,,2.0,35104.0,,,,,,,,,,,,,
,2012.0,,4.0,Amelia County,94.33%,2.13%,46410.0,44762.0,-3.55,,,3.0,36118.0,,,,,,,,,,,,,
,2012.0,,5.0,Amherst County,88.25%,5.46%,44280.0,43684.0,-1.34,,,4.0,31452.0,,,,,,,,,,,,,
,2012.0,,6.0,Appomattox County,79.10%,10.17%,39870.0,41177.0,3.28,,,5.0,31772.0,,,,,,,,,,,,,
,2012.0,,7.0,Arlington County,87.55%,9.28%,69737.0,68979.0,-1.09,,,6.0,84558.0,,,,,,,,,,,,,
,2012.0,,8.0,Augusta County,89.82%,6.90%,45001.0,43692.0,-2.91,,,7.0,,,,,,,,,,,,,,
,2012.0,,9.0,Bath County,95.52%,1.49%,42076.0,41715.0,-0.86,,,8.0,50099.0,,,,,,,,,,,,,
,2012.0,,10.0,Bedford County,89.06%,5.47%,40874.0,41023.0,0.37,,,9.0,39368.0,,,,,,,,,,,,,
,2012.0,,11.0,Bland County,88.46%,3.85%,42763.0,41583.0,-2.76,,,10.0,30997.0,,,,,,,,,,,,,
,2012.0,,12.0,Botetourt County,92.50%,4.25%,49001.0,48130.0,-1.78,,,11.0,42860.0,,,,,,,,,,,,,
,2012.0,,13.0,Brunswick County,81.76%,10.59%,40105.0,39216.0,-2.22,,,12.0,27929.0,,,,,,,,,,,,,
,2012.0,,14.0,Buchanan County,86.79%,9.06%,43017.0,39532.0,-8.1,,,13.0,32419.0,,,,,,,,,,,,,
,2012.0,,15.0,Buckingham County,89.38%,7.50%,43448.0,42426.0,-2.35,,,14.0,25493.0,,,,,,,,,,,,,
,2012.0,,16.0,Campbell County,85.36%,5.72%,43376.0,41605.0,-4.08,,,15.0,34435.0,,,,,,,,,,,,,
,2012.0,,17.0,Caroline County,83.55%,9.21%,44624.0,42473.0,-4.82,,,16.0,35657.0,,,,,,,,,,,,,
,2012.0,,18.0,Carroll County,88.71%,7.42%,40933.0,42371.0,3.51,,,17.0,29978.0,,,,,,,,,,,,,
,2012.0,,19.0,Charles City County,86.90%,9.52%,41117.0,40379.0,-1.79,,,18.0,36939.0,,,,,,,,,,,,,
,2012.0,,20.0,Charlotte County,87.57%,1.78%,41261.0,41092.0,-0.41,,,19.0,,,,,,,,,,,,,,
,2012.0,,21.0,Chesterfield County,89.41%,6.14%,49352.0,48233.0,-2.27,,,20.0,45781.0,,,,,,,,,,,,,
,2012.0,,22.0,Clarke County,100.00%,.00%,48114.0,47771.0,-0.71,,,21.0,53713.0,,,,,,,,,,,,,
,2012.0,,23.0,Craig County,85.96%,1.75%,43168.0,40557.0,-6.05,,,22.0,32902.0,,,,,,,,,,,,,
,2012.0,,24.0,Culpeper County,91.67%,3.23%,48122.0,45811.0,-4.8,,,23.0,40120.0,,,,,,,,,,,,,
,2012.0,,25.0,Cumberland County,86.15%,3.85%,41417.0,42935.0,3.67,,,24.0,30918.0,,,,,,,,,,,,,
,2012.0,,26.0,Dickenson County,87.63%,4.30%,40725.0,41776.0,2.58,,,25.0,28445.0,,,,,,,,,,,,,
,2012.0,,27.0,Dinwiddie County,82.26%,6.94%,46591.0,46594.0,0.01,,,26.0,,,,,,,,,,,,,,
,2012.0,,28.0,Essex County,78.86%,14.63%,45581.0,46262.0,1.5,,,27.0,35600.0,,,,,,,,,,,,,
,2012.0,,29.0,Fairfax County,90.78%,6.39%,63853.0,62074.0,-2.79,,,28.0,,,,,,,,,,,,,,
,2012.0,,30.0,Fauquier County,93.55%,3.07%,57068.0,54615.0,-4.3,,,29.0,61729.0,,,,,,,,,,,,,
,2012.0,,31.0,Floyd County,92.22%,4.79%,42851.0,42772.0,-0.18,,,30.0,32679.0,,,,,,,,,,,,,
,2012.0,,32.0,Fluvanna County,93.26%,1.42%,53144.0,50822.0,-4.37,,,31.0,36889.0,,,,,,,,,,,,,
,2012.0,,33.0,Franklin County,85.67%,9.06%,44732.0,43314.0,-3.17,,,32.0,,,,,,,,,,,,,,
,2012.0,,34.0,Frederick County,87.29%,6.11%,47830.0,47672.0,-0.33,,,33.0,42390.0,,,,,,,,,,,,,
,2012.0,,35.0,Giles County,80.98%,13.66%,41064.0,39458.0,-3.91,,,34.0,34001.0,,,,,,,,,,,,,
,2012.0,,36.0,Gloucester County,88.30%,5.75%,46758.0,46306.0,-0.97,,,35.0,42795.0,,,,,,,,,,,,,
,2012.0,,37.0,Goochland County,91.37%,5.08%,46690.0,43196.0,-7.48,,,36.0,82555.0,,,,,,,,,,,,,
,2012.0,,38.0,Grayson County,85.28%,10.43%,36396.0,35744.0,-1.79,,,37.0,28535.0,,,,,,,,,,,,,
,2012.0,,39.0,Greene County,92.23%,4.37%,44178.0,44099.0,-0.18,,,38.0,36511.0,,,,,,,,,,,,,
,2012.0,,40.0,Greensville County,88.89%,9.52%,45537.0,45179.0,-0.79,,,39.0,26956.0,,,,,,,,,,,,,
,2012.0,,41.0,Halifax County,85.91%,8.64%,39185.0,38660.0,-1.34,,,40.0,30688.0,,,,,,,,,,,,,
,2012.0,,42.0,Hanover County,93.89%,2.83%,47030.0,47103.0,0.15,,,41.0,48689.0,,,,,,,,,,,,,
,2012.0,,43.0,Henrico County,88.30%,6.71%,50046.0,48827.0,-2.44,,,42.0,53092.0,,,,,,,,,,,,,
,2012.0,,44.0,Henry County,86.52%,5.85%,40748.0,42518.0,4.34,,,43.0,32951.0,,,,,,,,,,,,,
,2012.0,,45.0,Highland County,100.00%,.00%,43976.0,44056.0,0.18,,,44.0,38819.0,,,,,,,,,,,,,
,2012.0,,46.0,Isle of Wight County,87.03%,6.59%,51404.0,51959.0,1.08,,,45.0,48299.0,,,,,,,,,,,,,
